Type,SKU,Name,"Meta: _et_pb_old_content","In stock?","Regular price",Images,Parent,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
variation,R001842-234,,,1,689.56,,"R001842----",,,,,Size,"229.55""",1,0,,,,
variation,R001842-235,,,1,689.56,,"R001842----",,,,,Size,"230.55""",1,0,,,,
variation,R001842-236,,,1,689.56,,"R001842----",,,,,Size,"231.55""",1,0,,,,
variation,R001842-237,,,1,689.56,,"R001842----",,,,,Size,"232.55""",1,0,,,,
variation,R001842-238,,,1,689.56,,"R001842----",,,,,Size,"233.55""",1,0,,,,
variation,R001842-239,,,1,689.56,,"R001842----",,,,,Size,"234.55""",1,0,,,,
variation,R001842-240,,,1,689.56,,"R001842----",,,,,Size,"235.55""",1,0,,,,
simple,R001837,"Power Harness","",1,20.54,,,,,,,,,,,,,,
variable,012681-00-,"Wire Cover, Lower","Package of 2",1,0,,,Color,"Black,White",1,0,,,,,,,,
variation,012681-006,,,1,3.7,,"012681-00-",Color,"Black",1,0,,,,,,,,
variation,012681-005,,,1,3.7,,"012681-00-",Color,"White",1,0,,,,,,,,
simple,R041331-006,"Wire Cover, Upper","",1,3.52,,,,,,,,,,,,,,
